Condition	Freqs	Knowledge	log_RTs	Idiom	Subject	LP	Transparency
Fig	2.13	2	6.4248690239	ergens zijn neus voor optrekken	17	4.23	3.33
Lit	2.22	2	6.280395839	ergens zijn neus voor optrekken	17	4.23	3.33
Fig	3.58	7	6.3699009828	het niet breed hebben	17	1.95	3.24
Lit	2.42	7	6.4118182677	het niet breed hebben	17	1.95	3.24
Fig	3.81	5	5.8805329864	iemand aan de tand voelen	17	4.45	2.83
Fig	2.73	6	6.6846117277	iemand de wet voorschrijven	17	3.68	3.67
Lit	2.75	6	5.7037824747	iemand de wet voorschrijven	17	3.68	3.67
Fig	1.81	6	6.280395839	iemand iets in de schoenen schuiven	17	4.05	3.09
Fig	2.68	4	6.2952660014	iemand op de huid zitten	17	3.05	3.38
Lit	2.6	4	5.7037824747	iemand op de huid zitten	17	3.05	3.38
Fig	2.7	7	6.3835066349	iemand tegen de schenen schoppen	17	4.73	3.71
Lit	2.7	3	6.280395839	iemand wakker schudden	17	4.77	3.43
Fig	3.81	3	6.0730445341	iemand wakker schudden	17	4.77	3.43
Lit	2.1	7	6.4907235345	iemand/iets tot in de wolken verheffen	17	1.82	3.75
Fig	2.68	7	6.3543700408	iemand/iets tot in de wolken verheffen	17	1.82	3.75
Lit	1.93	6	6.5147126909	iets op poten zetten	17	4	3.38
Fig	2.39	6	6.4520489544	iets op poten zetten	17	4	3.38
Lit	2.55	6	6.1820849067	iets uit de losse pols doen	17	2.27	3.13
Fig	2.53	6	6.2952660014	iets uit de losse pols doen	17	2.27	3.13
Fig	2.81	7	6.6320017774	iets uit je duim zuigen	17	1.95	3.21
Lit	2.4	7	6.5027900459	iets uit je duim zuigen	17	1.95	3.21
Fig	2.26	5	5.9914645471	iets van tafel vegen	17	4.73	3.38
Lit	2.15	5	6.4377516497	iets van tafel vegen	17	4.73	3.38
Fig	3.28	7	5.7838251823	met de rug tegen de muur staan	17	4.81818	3.24
Lit	2.65	7	6.3543700408	met de rug tegen de muur staan	17	4.81818	3.24
Lit	1.95	5	6.3261494732	op het puntje van de tong liggen	17	3.05	3.52
Fig	3.51	5	6.3543700408	op het puntje van de tong liggen	17	3.05	3.52
Lit	2.07	2	6.0913098821	op zijn achterste benen staan	17	2.86	2.62
Fig	2.55	2	6.3699009828	op zijn achterste benen staan	17	2.86	2.62
Lit	3.05	7	6.3969296552	op zijn centen zitten	17	4.68	3.71
Fig	2.23	7	6.1984787165	op zijn centen zitten	17	4.68	3.71
Fig	3.36	7	6.3403593037	voor aap staan	17	2.045454545	3.22
Lit	2.76	7	6.3543700408	voor aap staan	17	2.045454545	3.22
Fig	3.02	6	6.2952660014	voor iemand door het vuur gaan	17	3.91	4.18
Lit	1.9	6	6.907755279	voor iemand door het vuur gaan	17	3.91	4.18
Fig	2.49	6	6.5395859556	één lijn trekken	18	4.73	2.88
Lit	2.43	6	6.5985090286	één lijn trekken	18	4.73	2.88
Fig	2.25	3	6.907755279	aan een zijden draadje hangen	18	3.73	3.14
Lit	2.47	3	6.6200732065	aan een zijden draadje hangen	18	3.73	3.14
Fig	3.45	6	6.2146080984	aan het roer staan	18	4.73	4.6
Lit	3.7	6	6.5638555265	aan het roer staan	18	4.73	4.6
Lit	2.96	7	6.5985090286	als paddenstoelen uit de grond schieten	18	2.27	3.29
Fig	2.66	7	6.3261494732	als paddenstoelen uit de grond schieten	18	2.27	3.29
Fig	2.28	4	6.6745613918	de koe bij de hoorns vatten	18	4.05	3.17
Lit	3.04	4	6.4769723629	de koe bij de hoorns vatten	18	4.05	3.17
Fig	2.93	4	6.6528630294	ergens mee in de maag zitten	18	2.86	2.95
Fig	2.13	7	6.7056390949	ergens zijn neus voor optrekken	18	4.23	3.33
Lit	2.22	7	6.4645883037	ergens zijn neus voor optrekken	18	4.23	3.33
Fig	3.58	7	6.4520489544	het niet breed hebben	18	1.95	3.24
Lit	2.42	7	6.4118182677	het niet breed hebben	18	1.95	3.24
Fig	3.81	3	6.2146080984	iemand aan de tand voelen	18	4.45	2.83
Fig	2.73	6	6.4248690239	iemand de wet voorschrijven	18	3.68	3.67
Lit	2.75	6	6.7357800142	iemand de wet voorschrijven	18	3.68	3.67
Fig	1.81	7	6.5861716549	iemand iets in de schoenen schuiven	18	4.05	3.09
Fig	2.68	5	6.907755279	iemand op de huid zitten	18	3.05	3.38
Lit	2.6	5	6.4520489544	iemand op de huid zitten	18	3.05	3.38
Lit	2.14	5	6.3403593037	iemand tegen de schenen schoppen	18	4.73	3.71
Fig	2.7	5	6.4907235345	iemand tegen de schenen schoppen	18	4.73	3.71
Lit	2.7	4	6.4377516497	iemand wakker schudden	18	4.77	3.43
Fig	3.81	4	6.4118182677	iemand wakker schudden	18	4.77	3.43
Lit	2.1	5	6.6957989171	iemand/iets tot in de wolken verheffen	18	1.82	3.75
Fig	2.68	5	6.4907235345	iemand/iets tot in de wolken verheffen	18	1.82	3.75
Lit	1.93	6	6.7650389768	iets op poten zetten	18	4	3.38
Fig	2.39	6	6.6528630294	iets op poten zetten	18	4	3.38
Lit	2.55	6	6.2633982626	iets uit de losse pols doen	18	2.27	3.13
Fig	2.53	6	6.7056390949	iets uit de losse pols doen	18	2.27	3.13
Fig	2.81	7	6.5985090286	iets uit je duim zuigen	18	1.95	3.21
Lit	2.4	7	6.4118182677	iets uit je duim zuigen	18	1.95	3.21
Fig	2.26	3	6.5985090286	iets van tafel vegen	18	4.73	3.38
Lit	2.15	3	6.5985090286	iets van tafel vegen	18	4.73	3.38
Fig	3.28	7	6.280395839	met de rug tegen de muur staan	18	4.81818	3.24
Lit	2.65	7	6.3699009828	met de rug tegen de muur staan	18	4.81818	3.24
Lit	1.95	7	6.4520489544	op het puntje van de tong liggen	18	3.05	3.52
Fig	3.51	7	6.280395839	op het puntje van de tong liggen	18	3.05	3.52
Lit	2.07	5	6.4377516497	op zijn achterste benen staan	18	2.86	2.62
Fig	2.55	5	6.8564619846	op zijn achterste benen staan	18	2.86	2.62
Lit	3.05	7	6.3699009828	op zijn centen zitten	18	4.68	3.71
Fig	2.23	7	6.5027900459	op zijn centen zitten	18	4.68	3.71
Fig	3.36	7	6.4645883037	voor aap staan	18	2.045454545	3.22
Lit	2.76	7	6.4248690239	voor aap staan	18	2.045454545	3.22
Fig	3.02	7	6.3261494732	voor iemand door het vuur gaan	18	3.91	4.18
Lit	1.9	7	6.5861716549	voor iemand door het vuur gaan	18	3.91	4.18
Fig	2.49	6	6.2324480166	één lijn trekken	19	4.73	2.88
Lit	2.43	6	5.9914645471	één lijn trekken	19	4.73	2.88
Fig	2.25	6	5.811140993	aan een zijden draadje hangen	19	3.73	3.14
Lit	2.47	6	6.2633982626	aan een zijden draadje hangen	19	3.73	3.14
Fig	3.45	7	6.2146080984	aan het roer staan	19	4.73	4.6
Lit	3.7	7	5.9914645471	aan het roer staan	19	4.73	4.6
Lit	2.96	7	6.1092475828	als paddenstoelen uit de grond schieten	19	2.27	3.29
Fig	2.66	7	5.8348107371	als paddenstoelen uit de grond schieten	19	2.27	3.29
Fig	2.28	7	5.9914645471	de koe bij de hoorns vatten	19	4.05	3.17
Lit	3.04	7	6.280395839	de koe bij de hoorns vatten	19	4.05	3.17
Fig	2.93	6	5.9506425526	ergens mee in de maag zitten	19	2.86	2.95
Fig	2.13	7	6.5027900459	ergens zijn neus voor optrekken	19	4.23	3.33
Lit	2.22	7	5.8348107371	ergens zijn neus voor optrekken	19	4.23	3.33
Fig	3.58	7	6.163314804	het niet breed hebben	19	1.95	3.24
Lit	2.42	7	6.0330862218	het niet breed hebben	19	1.95	3.24
Fig	3.81	6	6.1820849067	iemand aan de tand voelen	19	4.45	2.83
Fig	2.73	7	6.3099182782	iemand de wet voorschrijven	19	3.68	3.67
Lit	2.75	7	5.8579331545	iemand de wet voorschrijven	19	3.68	3.67
Fig	1.81	3	6.1820849067	iemand iets in de schoenen schuiven	19	4.05	3.09
Fig	2.68	5	6.1820849067	iemand op de huid zitten	19	3.05	3.38
Lit	2.6	5	6.5395859556	iemand op de huid zitten	19	3.05	3.38
Lit	2.14	1	5.6167710977	iemand tegen de schenen schoppen	19	4.73	3.71
Fig	2.7	1	6.2480428745	iemand tegen de schenen schoppen	19	4.73	3.71
Lit	2.7	6	6.1092475828	iemand wakker schudden	19	4.77	3.43
Fig	3.81	6	5.9712618398	iemand wakker schudden	19	4.77	3.43
Lit	2.1	7	6.5395859556	iemand/iets tot in de wolken verheffen	19	1.82	3.75
Fig	2.68	7	5.7333412769	iemand/iets tot in de wolken verheffen	19	1.82	3.75
Lit	1.93	7	6.3699009828	iets op poten zetten	19	4	3.38
Fig	2.39	7	5.6767538023	iets op poten zetten	19	4	3.38
Lit	2.55	5	6.0520891689	iets uit de losse pols doen	19	2.27	3.13
Fig	2.53	5	6.1984787165	iets uit de losse pols doen	19	2.27	3.13
Fig	2.81	7	6.3403593037	iets uit je duim zuigen	19	1.95	3.21
Lit	2.4	7	5.9712618398	iets uit je duim zuigen	19	1.95	3.21
Fig	2.26	5	6.2952660014	iets van tafel vegen	19	4.73	3.38
Lit	2.15	5	5.7037824747	iets van tafel vegen	19	4.73	3.38
Fig	3.28	3	6.0913098821	met de rug tegen de muur staan	19	4.81818	3.24
Lit	2.65	3	5.80814249	met de rug tegen de muur staan	19	4.81818	3.24
Lit	1.95	7	6.6528630294	op het puntje van de tong liggen	19	3.05	3.52
Fig	3.51	7	6.1290502101	op het puntje van de tong liggen	19	3.05	3.52
Lit	2.07	1	6.3261494732	op zijn achterste benen staan	19	2.86	2.62
Fig	2.55	1	6.3699009828	op zijn achterste benen staan	19	2.86	2.62
Lit	3.05	7	6.2146080984	op zijn centen zitten	19	4.68	3.71
Fig	2.23	7	6.280395839	op zijn centen zitten	19	4.68	3.71
Fig	3.36	7	6.1820849067	voor aap staan	19	2.045454545	3.22
Lit	2.76	7	6.5750758406	voor aap staan	19	2.045454545	3.22
Fig	3.02	7	6.0913098821	voor iemand door het vuur gaan	19	3.91	4.18
Lit	1.9	7	6.4645883037	voor iemand door het vuur gaan	19	3.91	4.18
Fig	2.49	6	6.2633982626	één lijn trekken	20	4.73	2.88
Lit	2.43	6	6.3835066349	één lijn trekken	20	4.73	2.88
Fig	2.25	6	6.3543700408	aan een zijden draadje hangen	20	3.73	3.14
Lit	2.47	6	6.907755279	aan een zijden draadje hangen	20	3.73	3.14
Fig	3.45	6	6.4377516497	aan het roer staan	20	4.73	4.6
Lit	3.7	6	6.5861716549	aan het roer staan	20	4.73	4.6
Lit	2.96	7	6.4769723629	als paddenstoelen uit de grond schieten	20	2.27	3.29
Fig	2.66	7	6.4248690239	als paddenstoelen uit de grond schieten	20	2.27	3.29
Fig	2.28	7	6.4645883037	de koe bij de hoorns vatten	20	4.05	3.17
Lit	3.04	7	6.3543700408	de koe bij de hoorns vatten	20	4.05	3.17
Fig	2.93	5	5.4889377262	ergens mee in de maag zitten	20	2.86	2.95
Fig	2.13	7	6.3403593037	ergens zijn neus voor optrekken	20	4.23	3.33
Lit	2.22	7	6.3835066349	ergens zijn neus voor optrekken	20	4.23	3.33
Fig	3.58	7	6.2324480166	het niet breed hebben	20	1.95	3.24
Lit	2.42	7	6.5638555265	het niet breed hebben	20	1.95	3.24
Fig	3.81	6	6.5027900459	iemand aan de tand voelen	20	4.45	2.83
Fig	2.73	6	6.6200732065	iemand de wet voorschrijven	20	3.68	3.67
Lit	2.75	6	6.4377516497	iemand de wet voorschrijven	20	3.68	3.67
Fig	1.81	6	6.3543700408	iemand iets in de schoenen schuiven	20	4.05	3.09
Fig	2.68	6	6.3835066349	iemand op de huid zitten	20	3.05	3.38
Lit	2.6	6	6.5750758406	iemand op de huid zitten	20	3.05	3.38
Lit	2.14	1	6.3969296552	iemand tegen de schenen schoppen	20	4.73	3.71
Fig	2.7	1	6.7056390949	iemand tegen de schenen schoppen	20	4.73	3.71
Lit	2.7	2	6.5279579176	iemand wakker schudden	20	4.77	3.43
Fig	3.81	2	6.4118182677	iemand wakker schudden	20	4.77	3.43
Lit	2.1	7	6.3835066349	iemand/iets tot in de wolken verheffen	20	1.82	3.75
Fig	2.68	7	6.3099182782	iemand/iets tot in de wolken verheffen	20	1.82	3.75
Lit	1.93	6	6.7056390949	iets op poten zetten	20	4	3.38
Fig	2.39	6	6.3543700408	iets op poten zetten	20	4	3.38
Lit	2.55	5	6.4377516497	iets uit de losse pols doen	20	2.27	3.13
Fig	2.53	5	6.3403593037	iets uit de losse pols doen	20	2.27	3.13
Fig	2.81	7	6.5279579176	iets uit je duim zuigen	20	1.95	3.21
Lit	2.4	7	6.2633982626	iets uit je duim zuigen	20	1.95	3.21
Fig	2.26	3	6.4377516497	iets van tafel vegen	20	4.73	3.38
Lit	2.15	3	6.2146080984	iets van tafel vegen	20	4.73	3.38
Fig	3.28	6	6.3099182782	met de rug tegen de muur staan	20	4.81818	3.24
Lit	2.65	6	6.1820849067	met de rug tegen de muur staan	20	4.81818	3.24
Lit	1.95	7	6.0112671744	op het puntje van de tong liggen	20	3.05	3.52
Fig	3.51	7	6.280395839	op het puntje van de tong liggen	20	3.05	3.52
Lit	2.07	5	6.6528630294	op zijn achterste benen staan	20	2.86	2.62
Fig	2.55	5	6.1984787165	op zijn achterste benen staan	20	2.86	2.62
Lit	3.05	7	6.7056390949	op zijn centen zitten	20	4.68	3.71
Fig	2.23	7	6.3261494732	op zijn centen zitten	20	4.68	3.71
Fig	3.36	7	6.2146080984	voor aap staan	20	2.045454545	3.22
Lit	2.76	7	6.3543700408	voor aap staan	20	2.045454545	3.22
Fig	3.02	7	6.2952660014	voor iemand door het vuur gaan	20	3.91	4.18
Lit	1.9	7	6.4248690239	voor iemand door het vuur gaan	20	3.91	4.18
Fig	2.49	3	6.0330862218	één lijn trekken	21	4.73	2.88
Lit	2.43	3	6.5750758406	één lijn trekken	21	4.73	2.88
Fig	2.25	5	6.5750758406	aan een zijden draadje hangen	21	3.73	3.14
Lit	2.47	5	6.1463292577	aan een zijden draadje hangen	21	3.73	3.14
Fig	3.45	6	6.0520891689	aan het roer staan	21	4.73	4.6
Lit	3.7	6	6.1820849067	aan het roer staan	21	4.73	4.6
Lit	2.96	5	6.2324480166	als paddenstoelen uit de grond schieten	21	2.27	3.29
Fig	2.66	5	6.1984787165	als paddenstoelen uit de grond schieten	21	2.27	3.29
Fig	2.28	5	6.3261494732	de koe bij de hoorns vatten	21	4.05	3.17
Lit	3.04	5	6.0913098821	de koe bij de hoorns vatten	21	4.05	3.17
Fig	2.93	6	6.2480428745	ergens mee in de maag zitten	21	2.86	2.95
Fig	2.13	6	6.2324480166	ergens zijn neus voor optrekken	21	4.23	3.33
Lit	2.22	6	6.4248690239	ergens zijn neus voor optrekken	21	4.23	3.33
Fig	3.58	7	6.2146080984	het niet breed hebben	21	1.95	3.24
Lit	2.42	7	6.3403593037	het niet breed hebben	21	1.95	3.24
Fig	3.81	3	6.1290502101	iemand aan de tand voelen	21	4.45	2.83
Fig	2.73	6	6.2480428745	iemand de wet voorschrijven	21	3.68	3.67
Lit	2.75	6	6.5027900459	iemand de wet voorschrijven	21	3.68	3.67
Fig	1.81	4	6.5638555265	iemand iets in de schoenen schuiven	21	4.05	3.09
Fig	2.68	6	5.8833223885	iemand op de huid zitten	21	3.05	3.38
Lit	2.6	6	6.0913098821	iemand op de huid zitten	21	3.05	3.38
Lit	2.14	7	6.2633982626	iemand tegen de schenen schoppen	21	4.73	3.71
Fig	2.7	7	6.4907235345	iemand tegen de schenen schoppen	21	4.73	3.71
Lit	2.7	3	6.0730445341	iemand wakker schudden	21	4.77	3.43
Fig	3.81	3	6.1984787165	iemand wakker schudden	21	4.77	3.43
Lit	2.1	7	6.0520891689	iemand/iets tot in de wolken verheffen	21	1.82	3.75
Fig	2.68	7	6.163314804	iemand/iets tot in de wolken verheffen	21	1.82	3.75
Lit	1.93	7	6.2146080984	iets op poten zetten	21	4	3.38
Fig	2.39	7	6.3969296552	iets op poten zetten	21	4	3.38
Lit	2.55	5	6.0913098821	iets uit de losse pols doen	21	2.27	3.13
Fig	2.53	5	6.013715156	iets uit de losse pols doen	21	2.27	3.13
Fig	2.81	7	6.0520891689	iets uit je duim zuigen	21	1.95	3.21
Lit	2.4	7	6.0520891689	iets uit je duim zuigen	21	1.95	3.21
Fig	2.26	3	6.3543700408	iets van tafel vegen	21	4.73	3.38
Lit	2.15	3	6.3099182782	iets van tafel vegen	21	4.73	3.38
Fig	3.28	6	5.9506425526	met de rug tegen de muur staan	21	4.81818	3.24
Lit	2.65	6	6.0730445341	met de rug tegen de muur staan	21	4.81818	3.24
Lit	1.95	7	6.2146080984	op het puntje van de tong liggen	21	3.05	3.52
Fig	3.51	7	6.013715156	op het puntje van de tong liggen	21	3.05	3.52
Lit	2.07	4	6.4118182677	op zijn achterste benen staan	21	2.86	2.62
Fig	2.55	4	6.1290502101	op zijn achterste benen staan	21	2.86	2.62
Lit	3.05	7	6.1463292577	op zijn centen zitten	21	4.68	3.71
Fig	2.23	7	6.1290502101	op zijn centen zitten	21	4.68	3.71
Fig	3.36	7	5.9712618398	voor aap staan	21	2.045454545	3.22
Lit	2.76	7	6.2633982626	voor aap staan	21	2.045454545	3.22
Fig	3.02	6	6.1290502101	voor iemand door het vuur gaan	21	3.91	4.18
Lit	1.9	6	6.0730445341	voor iemand door het vuur gaan	21	3.91	4.18
Fig	2.49	5	6.2633982626	één lijn trekken	22	4.73	2.88
Lit	2.43	5	6.3699009828	één lijn trekken	22	4.73	2.88
Fig	2.25	5	6.2324480166	aan een zijden draadje hangen	22	3.73	3.14
Lit	2.47	5	6.4118182677	aan een zijden draadje hangen	22	3.73	3.14
Fig	3.45	7	6.3403593037	aan het roer staan	22	4.73	4.6
Lit	3.7	7	6.3099182782	aan het roer staan	22	4.73	4.6
Lit	2.96	5	6.5985090286	als paddenstoelen uit de grond schieten	22	2.27	3.29
Fig	2.66	5	6.3543700408	als paddenstoelen uit de grond schieten	22	2.27	3.29
Fig	2.28	7	6.163314804	de koe bij de hoorns vatten	22	4.05	3.17
Lit	3.04	7	6.1092475828	de koe bij de hoorns vatten	22	4.05	3.17
Fig	2.93	6	6.1092475828	ergens mee in de maag zitten	22	2.86	2.95
Fig	2.13	5	6.3969296552	ergens zijn neus voor optrekken	22	4.23	3.33
Lit	2.22	5	6.2633982626	ergens zijn neus voor optrekken	22	4.23	3.33
Fig	3.58	7	6.1820849067	het niet breed hebben	22	1.95	3.24
Lit	2.42	7	6.4907235345	het niet breed hebben	22	1.95	3.24
Fig	3.81	6	6.0730445341	iemand aan de tand voelen	22	4.45	2.83
Fig	2.73	6	6.3835066349	iemand de wet voorschrijven	22	3.68	3.67
Lit	2.75	6	6.3969296552	iemand de wet voorschrijven	22	3.68	3.67
Fig	1.81	4	6.2952660014	iemand iets in de schoenen schuiven	22	4.05	3.09
Fig	2.68	4	6.280395839	iemand op de huid zitten	22	3.05	3.38
Lit	2.6	4	6.2324480166	iemand op de huid zitten	22	3.05	3.38
Lit	2.14	7	6.5750758406	iemand tegen de schenen schoppen	22	4.73	3.71
Fig	2.7	7	6.4377516497	iemand tegen de schenen schoppen	22	4.73	3.71
Lit	2.7	6	6.6093492432	iemand wakker schudden	22	4.77	3.43
Fig	3.81	6	6.7934661326	iemand wakker schudden	22	4.77	3.43
Lit	2.1	5	6.4645883037	iemand/iets tot in de wolken verheffen	22	1.82	3.75
Fig	2.68	5	6.4248690239	iemand/iets tot in de wolken verheffen	22	1.82	3.75
Lit	1.93	6	6.907755279	iets op poten zetten	22	4	3.38
Fig	2.39	6	6.1290502101	iets op poten zetten	22	4	3.38
Lit	2.55	6	6.2480428745	iets uit de losse pols doen	22	2.27	3.13
Fig	2.53	6	6.907755279	iets uit de losse pols doen	22	2.27	3.13
Fig	2.81	7	6.1463292577	iets uit je duim zuigen	22	1.95	3.21
Lit	2.4	7	6.907755279	iets uit je duim zuigen	22	1.95	3.21
Fig	2.26	3	6.2146080984	iets van tafel vegen	22	4.73	3.38
Lit	2.15	3	6.2146080984	iets van tafel vegen	22	4.73	3.38
Fig	3.28	7	6.1268691841	met de rug tegen de muur staan	22	4.81818	3.24
Lit	2.65	7	6.3543700408	met de rug tegen de muur staan	22	4.81818	3.24
Lit	1.95	7	6.2480428745	op het puntje van de tong liggen	22	3.05	3.52
Fig	3.51	7	6.1463292577	op het puntje van de tong liggen	22	3.05	3.52
Lit	2.07	4	6.4377516497	op zijn achterste benen staan	22	2.86	2.62
Fig	2.55	4	6.3261494732	op zijn achterste benen staan	22	2.86	2.62
Lit	3.05	7	6.163314804	op zijn centen zitten	22	4.68	3.71
Fig	2.23	7	6.3835066349	op zijn centen zitten	22	4.68	3.71
Fig	3.36	7	6.551080335	voor aap staan	22	2.045454545	3.22
Lit	2.76	7	6.3099182782	voor aap staan	22	2.045454545	3.22
Fig	3.02	7	6.280395839	voor iemand door het vuur gaan	22	3.91	4.18
Lit	1.9	7	6.3699009828	voor iemand door het vuur gaan	22	3.91	4.18
Fig	2.49	6	6.3969296552	één lijn trekken	23	4.73	2.88
Lit	2.43	6	6.2952660014	één lijn trekken	23	4.73	2.88
Fig	2.25	6	6.3099182782	aan een zijden draadje hangen	23	3.73	3.14
Lit	2.47	6	6.4118182677	aan een zijden draadje hangen	23	3.73	3.14
Fig	3.45	7	6.2146080984	aan het roer staan	23	4.73	4.6
Lit	3.7	7	6.3403593037	aan het roer staan	23	4.73	4.6
Lit	2.96	7	6.4248690239	als paddenstoelen uit de grond schieten	23	2.27	3.29
Fig	2.66	7	6.6093492432	als paddenstoelen uit de grond schieten	23	2.27	3.29
Fig	2.28	4	6.2633982626	de koe bij de hoorns vatten	23	4.05	3.17
Lit	3.04	4	6.4118182677	de koe bij de hoorns vatten	23	4.05	3.17
Fig	2.93	5	6.3099182782	ergens mee in de maag zitten	23	2.86	2.95
Fig	2.13	7	6.5147126909	ergens zijn neus voor optrekken	23	4.23	3.33
Lit	2.22	7	6.163314804	ergens zijn neus voor optrekken	23	4.23	3.33
Fig	3.58	7	6.3969296552	het niet breed hebben	23	1.95	3.24
Lit	2.42	7	6.7742238864	het niet breed hebben	23	1.95	3.24
Fig	3.81	6	6.2324480166	iemand aan de tand voelen	23	4.45	2.83
Fig	2.73	7	6.3543700408	iemand de wet voorschrijven	23	3.68	3.67
Lit	2.75	7	6.2633982626	iemand de wet voorschrijven	23	3.68	3.67
Fig	1.81	6	6.5027900459	iemand iets in de schoenen schuiven	23	4.05	3.09
Fig	2.68	4	6.3261494732	iemand op de huid zitten	23	3.05	3.38
Lit	2.6	4	6.1984787165	iemand op de huid zitten	23	3.05	3.38
Lit	2.14	6	6.280395839	iemand tegen de schenen schoppen	23	4.73	3.71
Fig	2.7	6	6.4248690239	iemand tegen de schenen schoppen	23	4.73	3.71
Lit	2.7	6	6.4645883037	iemand wakker schudden	23	4.77	3.43
Fig	3.81	6	6.4118182677	iemand wakker schudden	23	4.77	3.43
Lit	2.1	7	6.3099182782	iemand/iets tot in de wolken verheffen	23	1.82	3.75
Fig	2.68	7	6.1984787165	iemand/iets tot in de wolken verheffen	23	1.82	3.75
Lit	1.93	7	6.3403593037	iets op poten zetten	23	4	3.38
Fig	2.39	7	6.2324480166	iets op poten zetten	23	4	3.38
Lit	2.55	7	6.4248690239	iets uit de losse pols doen	23	2.27	3.13
Fig	2.53	7	6.4118182677	iets uit de losse pols doen	23	2.27	3.13
Fig	2.81	7	6.3699009828	iets uit je duim zuigen	23	1.95	3.21
Lit	2.4	7	6.1290502101	iets uit je duim zuigen	23	1.95	3.21
Fig	2.26	5	6.3403593037	iets van tafel vegen	23	4.73	3.38
Lit	2.15	5	6.3699009828	iets van tafel vegen	23	4.73	3.38
Fig	3.28	7	6.1820849067	met de rug tegen de muur staan	23	4.81818	3.24
Lit	2.65	7	6.2480428745	met de rug tegen de muur staan	23	4.81818	3.24
Lit	1.95	7	6.3543700408	op het puntje van de tong liggen	23	3.05	3.52
Fig	3.51	7	6.2952660014	op het puntje van de tong liggen	23	3.05	3.52
Lit	2.07	6	6.4248690239	op zijn achterste benen staan	23	2.86	2.62
Fig	2.55	6	6.3835066349	op zijn achterste benen staan	23	2.86	2.62
Lit	3.05	7	6.1984787165	op zijn centen zitten	23	4.68	3.71
Fig	2.23	7	6.3969296552	op zijn centen zitten	23	4.68	3.71
Fig	3.36	7	6.3835066349	voor aap staan	23	2.045454545	3.22
Lit	2.76	7	6.4907235345	voor aap staan	23	2.045454545	3.22
Fig	3.02	7	6.3969296552	voor iemand door het vuur gaan	23	3.91	4.18
Lit	1.9	7	6.3543700408	voor iemand door het vuur gaan	23	3.91	4.18
Fig	2.49	6	6.3099182782	één lijn trekken	24	4.73	2.88
Lit	2.43	6	6.2633982626	één lijn trekken	24	4.73	2.88
Fig	2.25	6	6.3699009828	aan een zijden draadje hangen	24	3.73	3.14
Lit	2.47	6	6.3969296552	aan een zijden draadje hangen	24	3.73	3.14
Fig	3.45	7	6.3403593037	aan het roer staan	24	4.73	4.6
Lit	3.7	7	6.3835066349	aan het roer staan	24	4.73	4.6
Lit	2.96	6	6.2480428745	als paddenstoelen uit de grond schieten	24	2.27	3.29
Fig	2.66	6	6.5638555265	als paddenstoelen uit de grond schieten	24	2.27	3.29
Fig	2.28	7	6.0730445341	de koe bij de hoorns vatten	24	4.05	3.17
Lit	3.04	7	6.2146080984	de koe bij de hoorns vatten	24	4.05	3.17
Fig	2.93	4	6.5750758406	ergens mee in de maag zitten	24	2.86	2.95
Fig	2.13	7	6.5638555265	ergens zijn neus voor optrekken	24	4.23	3.33
Lit	2.22	7	6.7153833863	ergens zijn neus voor optrekken	24	4.23	3.33
Fig	3.58	7	6.2633982626	het niet breed hebben	24	1.95	3.24
Lit	2.42	7	6.0913098821	het niet breed hebben	24	1.95	3.24
Fig	3.81	6	6.2633982626	iemand aan de tand voelen	24	4.45	2.83
Fig	2.73	6	6.4520489544	iemand de wet voorschrijven	24	3.68	3.67
Lit	2.75	6	6.5985090286	iemand de wet voorschrijven	24	3.68	3.67
Fig	1.81	6	6.3969296552	iemand iets in de schoenen schuiven	24	4.05	3.09
Fig	2.68	6	6.4769723629	iemand op de huid zitten	24	3.05	3.38
Lit	2.6	6	6.5638555265	iemand op de huid zitten	24	3.05	3.38
Lit	2.14	7	6.3099182782	iemand tegen de schenen schoppen	24	4.73	3.71
Fig	2.7	7	6.4248690239	iemand tegen de schenen schoppen	24	4.73	3.71
Lit	2.7	3	6.4377516497	iemand wakker schudden	24	4.77	3.43
Fig	3.81	3	6.2146080984	iemand wakker schudden	24	4.77	3.43
Lit	2.1	7	6.2324480166	iemand/iets tot in de wolken verheffen	24	1.82	3.75
Fig	2.68	7	6.2480428745	iemand/iets tot in de wolken verheffen	24	1.82	3.75
Lit	1.93	6	6.4520489544	iets op poten zetten	24	4	3.38
Fig	2.39	6	6.3403593037	iets op poten zetten	24	4	3.38
Lit	2.55	7	6.2480428745	iets uit de losse pols doen	24	2.27	3.13
Fig	2.53	7	6.3699009828	iets uit de losse pols doen	24	2.27	3.13
Fig	2.81	7	6.1290502101	iets uit je duim zuigen	24	1.95	3.21
Lit	2.4	7	6.3261494732	iets uit je duim zuigen	24	1.95	3.21
Fig	2.26	6	6.755768922	iets van tafel vegen	24	4.73	3.38
Lit	2.15	6	6.2146080984	iets van tafel vegen	24	4.73	3.38
Fig	3.28	7	6.5750758406	met de rug tegen de muur staan	24	4.81818	3.24
Lit	2.65	7	6.5985090286	met de rug tegen de muur staan	24	4.81818	3.24
Lit	1.95	7	6.163314804	op het puntje van de tong liggen	24	3.05	3.52
Fig	3.51	7	6.1820849067	op het puntje van de tong liggen	24	3.05	3.52
Lit	2.07	6	6.2952660014	op zijn achterste benen staan	24	2.86	2.62
